,unique_identifier,PaperId,Doi
2787,10.1177/1470320317744917,2794063322,10.1177/1470320317744917
2788,10.1177/1473325016654559,2432328942,10.1177/1473325016654559
2789,10.1177/147470490700500114,2187381862,10.1177/147470490700500114
2790,10.1177/147470491000800309,2181899084,10.1177/147470491000800309
2791,10.1177/1474704915604563,2132155564,10.1177/1474704915604563
2792,10.1177/2055102914567972,2161115787,10.1177/2055102914567972
2793,10.1177/2158244014546461,1999978516,10.1177/2158244014546461
2794,10.1177/2158244016679235,1546419207,10.1177/2158244016679235
2795,10.1186/1475-2891-6-30,1997107330,10.1186/1475-2891-6-30
2796,10.1371/journal.pntd.0001218,2055171184,10.1371/journal.pntd.0001218
2797,10.2337/dc08-1128,1978039317,10.2337/dc08-1128
2798,10.3390/ijerph7010269,2018685841,10.3390/ijerph7010269
2799,10.3390/ijerph7072988,2105763225,10.3390/ijerph7072988
2800,10.1001/archpedi.158.8.797,2061498119,10.1001/archpedi.158.8.797
2801,10.1068/i0675,2112540236,10.1068/i0675
2802,10.1086/368097,2137634450,10.1086/368097
2803,10.1093/biostatistics/kxp060,2140983449,10.1093/biostatistics/kxp060
2804,10.1155/2013/401301,1984150411,10.1155/2013/401301
2805,10.1177/0300060513507761,2102628919,10.1177/0300060513507761
2806,10.1177/0300060516675681,2558438938,10.1177/0300060516675681
2807,10.1177/1534735415620010,2276847788,10.1177/1534735415620010
2808,10.1177/1756284818759929,2791664943,10.1177/1756284818759929
2809,10.1177/1759091415578712,2320614058,10.1177/1759091415578712
2810,10.1177/1759313116684525,2606904519,10.1177/1759313116684525
2811,10.1177/2158244014525421,2143187481,10.1177/2158244014525421
2812,10.1177/2158244014533555,2123125273,10.1177/2158244014533555
2813,10.1542/peds.2013-0163,2091326921,10.1542/peds.2013-0163
2814,10.2147/SAR.S25083,2021448798,10.2147/SAR.S25083
2815,10.2337/dc10-1877,2019082798,10.2337/dc10-1877
2816,10.1001/jama.2009.2014,2046859247,10.1001/jama.2009.2014
2817,10.1093/aje/kwj018,2107583988,10.1093/aje/kwj018
2818,10.1093/aje/kwt197,2170541482,10.1093/aje/kwt197
2819,10.1093/geronb/52B.6.S294,2117399666,10.1093/geronb/52B.6.S294
2820,10.1093/geronb/gbn015,2108157560,10.1093/geronb/gbn015
2821,10.1093/geronb/gbp045,2095644015,10.1093/geronb/gbp045
2822,10.1097/01.qai.0000243093.34652.41,1970191965,10.1097/01.qai.0000243093.34652.41
2823,10.1177/0300060513498663,2145553523,10.1177/0300060513498663
2824,10.1177/1478210316681202,2560736583,10.1177/1478210316681202
2825,10.1177/2158244016649417,2395485495,10.1177/2158244016649417
2826,10.1186/1479-5876-12-124,2166942701,10.1186/1479-5876-12-124
2827,10.1186/2194-7899-1-8,2150365530,10.1186/2194-7899-1-8
2828,10.1371/journal.pone.0110732,2064950080,10.1371/journal.pone.0110732
2829,10.1603/0046-225X-34.3.610,2179250931,10.1603/0046-225X-34.3.610
2830,10.3945/jn.109.114413,2116817816,10.3945/jn.109.114413
2831,10.4103/2008-7802.158913,1777791090,10.4103/2008-7802.158913
2832,10.4236/me.2016.77081,2497534504,10.4236/me.2016.77081
2833,bbk-385,,
2834,10.1001/archpediatrics.2010.287,2017854149,10.1001/archpediatrics.2010.287
2835,10.1001/jama.290.23.3081,2149469594,10.1001/jama.290.23.3081
2836,10.1038/ejhg.2011.215,1968789968,10.1038/ejhg.2011.215
2837,10.1038/sj.ijo.0800478,2327305377,10.1038/sj.ijo.0800478
2838,10.1093/geront/gns107,2104035037,10.1093/geront/gns107
2839,10.1111/j.1742-1241.2012.02945.x,2119972013,10.1111/j.1742-1241.2012.02945.x
2840,10.1136/ip.2006.013607,2054974328,10.1136/ip.2006.013607
2841,10.1161/01.STR.17.4.656,2060699825,10.1161/01.STR.17.4.656
2842,10.1177/0046958016634991,2339073817,10.1177/0046958016634991
2843,10.1177/0300060515600190,2235356175,10.1177/0300060515600190
2844,10.1177/0300060516639504,2398890150,10.1177/0300060516639504
2845,10.1177/1470320313515036,2121841692,10.1177/1470320313515036
2846,10.1177/1534735415627923,2343327184,10.1177/1534735415627923
2847,10.1177/1534735416630807,2346260970,10.1177/1534735416630807
2848,10.1177/1756283X17715198,2732167095,10.1177/1756283X17715198
2849,10.1177/2158244017719310,2727613620,10.1177/2158244017719310
2850,10.1177/2158244017723953,2748957168,10.1177/2158244017723953
2851,10.1375/twin.10.2.285,2124703897,10.1375/twin.10.2.285
2852,10.1377/hlthaff.2010.0191,2070457357,10.1377/hlthaff.2010.0191
2853,10.1007/s40865-015-0021-2,2193056538,10.1007/s40865-015-0021-2
2854,10.1017/S1368980009990279,2106379001,10.1017/S1368980009990279
2855,10.1038/ajh.2009.191,2027138351,10.1038/ajh.2009.191
2856,10.1056/NEJMp0909851,1980708109,10.1056/NEJMp0909851
2857,10.1080/07418820802119950,2157720399,10.1080/07418820802119950
2858,10.1093/geronb/57.5.S263,2164880556,10.1093/geronb/57.5.S263
2859,10.1093/geront/43.6.856,2121096403,10.1093/geront/43.6.856
2860,10.1093/ndt/17.8.1419,2097551002,10.1093/ndt/17.8.1419
2861,10.1111/j.1523-1755.2005.67128.x,2021836598,10.1111/j.1523-1755.2005.67128.x
2862,10.1155/2014/823853,2083562764,10.1155/2014/823853
2863,10.1158/1055-9965.EPI-12-1302,2168499018,10.1158/1055-9965.EPI-12-1302
2864,10.1161/CIRCULATIONAHA.105.542290,2033184572,10.1161/CIRCULATIONAHA.105.542290
2865,10.1177/0046958017696757,2595802866,10.1177/0046958017696757
2866,10.1177/0300060515600186,2195311957,10.1177/0300060515600186
2867,10.1177/1468794113517391,2113826088,10.1177/1468794113517391
2868,10.1177/1470320312471150,2111426431,10.1177/1470320312471150
2869,10.1177/1474704916663727,2585426001,10.1177/1474704916663727
2870,10.1177/2041669517735541,2770050515,10.1177/2041669517735541
2871,10.1177/2158244011414732,2135144047,10.1177/2158244011414732
2872,10.1177/2158244013489985,2151602068,10.1177/2158244013489985
2873,10.1177/2158244013492160,2168229649,10.1177/2158244013492160
2874,10.1177/2158244015580378,1975375319,10.1177/2158244015580378
2875,10.1177/2158244015595269,2175476607,10.1177/2158244015595269
2876,10.1177/2158244017700678,2601129740,10.1177/2158244017700678
2877,10.1289/ehp.11452,2049335171,10.1289/ehp.11452
2878,10.1377/hlthaff.13.2.246,2161159429,10.1377/hlthaff.13.2.246
2879,10.1377/hlthaff.18.2.182,2152064029,10.1377/hlthaff.18.2.182
2880,10.1377/hlthaff.2014.0264,2318243631,10.1377/hlthaff.2014.0264
2881,10.3945/ajcn.2008.26847,2168789854,10.3945/ajcn.2008.26847
2882,10.1001/archpediatrics.2009.95,2066767364,10.1001/archpediatrics.2009.95
2883,10.1001/archpsyc.61.11.1116,2099711358,10.1001/archpsyc.61.11.1116
2884,10.1001/archpsyc.62.6.593,2118826874,10.1001/archpsyc.62.6.593
2885,10.1038/ajh.2011.108,2059878997,10.1038/ajh.2011.108
2886,10.1038/ejcn.2008.2,2157291011,10.1038/ejcn.2008.2
2887,10.1038/oby.2011.130,2061560294,10.1038/oby.2011.130
2888,10.1073/pnas.1011687108,2076328887,10.1073/pnas.1011687108
2889,10.1073/pnas.1404293111,2120746465,10.1073/pnas.1404293111
2890,10.1093/aje/kwf105,2166876109,10.1093/aje/kwf105
2891,10.1093/geront/42.1.24,2148015293,10.1093/geront/42.1.24
2892,10.1111/imre.12315,2610043745,10.1111/imre.12315
2893,10.1111/j.1662-6370.2012.02068.x,1816389559,10.1111/j.1662-6370.2012.02068.x
2894,10.1177/0001839213498591,2111836815,10.1177/0001839213498591
2895,10.1177/1470320313483843,2110187512,10.1177/1470320313483843
2896,10.1177/2158244014529437,2160406929,10.1177/2158244014529437
2897,10.1177/2158244015574962,2010631631,10.1177/2158244015574962
2898,10.1177/2158244016638392,2302171371,10.1177/2158244016638392
2899,10.1186/s12906-017-1934-6,2752684234,10.1186/s12906-017-1934-6
2900,10.2337/dc06-1579,2046711785,10.2337/dc06-1579
2901,10.2478/jos-2014-0032,2052192104,10.2478/jos-2014-0032
2902,bbk-47,,
2903,10.1002/hep.22178,2062409230,10.1002/hep.22178
2904,10.1017/S1368980000000276,2166739296,10.1017/S1368980000000276
2905,10.1038/oby.2009.391,2018527580,10.1038/oby.2009.391
2906,10.1093/gerona/54.5.M254,2100149530,10.1093/gerona/54.5.M254
2907,10.1093/geronb/53B.4.S218,2140227474,10.1093/geronb/53B.4.S218
2908,10.1093/geronb/60.4.S224,2165735741,10.1093/geronb/60.4.S224
2909,10.1093/geronb/gbt108,2113495990,10.1093/geronb/gbt108
2910,10.1093/geront/gnp103,2102105629,10.1093/geront/gnp103
2911,10.1111/j.1474-9726.2010.00627.x,1531685861,10.1111/j.1474-9726.2010.00627.x
2912,10.1177/0300060513509044,2130699728,10.1177/0300060513509044
2913,10.1177/1468798417744057,2771561495,10.1177/1468798417744057
2914,10.1177/147470490800600204,2186967997,10.1177/147470490800600204
2915,10.1177/147470491000800418,2218730172,10.1177/147470491000800418
2916,10.1177/147470491301100308,2186791365,10.1177/147470491301100308
2917,10.1177/147470491301100415,2137803053,10.1177/147470491301100415
2918,10.1177/1534735415624138,2344849654,10.1177/1534735415624138
2919,10.1177/2158244013515688,2116135386,10.1177/2158244013515688
2920,10.1177/2158244016687234,2588238723,10.1177/2158244016687234
2921,10.1177/2158244017707794,2620766384,10.1177/2158244017707794
2922,10.1370/afm.577,2143557442,10.1370/afm.577
2923,10.1001/archinte.168.14.1522,1975624851,10.1001/archinte.168.14.1522
2924,10.1001/archinternmed.2008.604,1985420924,10.1001/archinternmed.2008.604
2925,10.1001/archinternmed.2012.2749,2058398209,10.1001/archinternmed.2012.2749
2926,10.1001/archpediatrics.2008.523,2127706055,10.1001/archpediatrics.2008.523
2927,10.1007/s10508-013-0142-9,2025649955,10.1007/s10508-013-0142-9
2928,10.1007/s10566-014-9281-y,2121631036,10.1007/s10566-014-9281-y
2929,10.1038/ajh.2008.348,2010548768,10.1038/ajh.2008.348
2930,10.1038/oby.2008.429,1997887297,10.1038/oby.2008.429
2931,10.1080/10511481003788745,2042275254,10.1080/10511481003788745
2932,10.1093/aje/kwg023,2026587383,10.1093/aje/kwg023
2933,10.1093/aje/kwr200,2016954847,10.1093/aje/kwr200
2934,10.1093/geronb/58.6.S338,2137323036,10.1093/geronb/58.6.S338
2935,10.1093/geronb/61.2.S107,2158553659,10.1093/geronb/61.2.S107
2936,10.1093/geronb/gbn020,2164557739,10.1093/geronb/gbn020
2937,10.1093/geronb/gbr111,2156719830,10.1093/geronb/gbr111
2938,10.1136/oem.59.8.505,2130006236,10.1136/oem.59.8.505
2939,10.1177/1466138118787534,2886584721,10.1177/1466138118787534
2940,10.1177/1473095215622502,2341344758,10.1177/1473095215622502
2941,10.1177/147470491301100122,2133623365,10.1177/147470491301100122
2942,10.1177/2041669517723652,2754955211,10.1177/2041669517723652
2943,10.1177/2055102916648995,2363716447,10.1177/2055102916648995
2944,10.1177/2055102917720331,2743355188,10.1177/2055102917720331
2945,10.1177/2158244011416009,2166433741,10.1177/2158244011416009
2946,10.1177/2158244012455177,2116886955,10.1177/2158244012455177
2947,10.1177/2158244014551710,2153541373,10.1177/2158244014551710
2948,10.1177/2158244015622538,2346629100,10.1177/2158244015622538
2949,10.1186/1471-244X-11-166,2023747360,10.1186/1471-244X-11-166
2950,10.1186/1475-2891-4-27,1919232416,10.1186/1475-2891-4-27
2951,10.1377/hlthaff.13.5.162,2133155920,10.1377/hlthaff.13.5.162
2952,10.1377/hlthaff.20.2.159,2118934386,10.1377/hlthaff.20.2.159
2953,10.1542/peds.2013-3966,2093384570,10.1542/peds.2013-3966
2954,bbk-210,,
2955,bbk-301,,
2956,10.1001/archpedi.158.7.657,2129372029,10.1001/archpedi.158.7.657
2957,10.1001/jama.2009.1672,2026801188,10.1001/jama.2009.1672
2958,10.1001/jamapediatrics.2013.5296,2156512533,10.1001/jamapediatrics.2013.5296
2959,10.1007/s13524-015-0447-5,2206848839,10.1007/s13524-015-0447-5
2960,10.1093/aje/kwn163,2108929191,10.1093/aje/kwn163
2961,10.1093/esr/jci032,2158656163,10.1093/esr/jci032
2962,10.1093/gerona/54.6.B247,2147825490,10.1093/gerona/54.6.B247
2963,10.1093/geront/36.1.70,2168670226,10.1093/geront/36.1.70
2964,10.1093/humrep/dem239,2149798996,10.1093/humrep/dem239
2965,10.1097/00001163-200401000-00004,2152478352,10.1097/00001163-200401000-00004
2966,10.1111/1467-9566.00120,1875653642,10.1111/1467-9566.00120
2967,10.1111/jgs.15048,2756908941,10.1111/jgs.15048
2968,10.1177/0046958017732960,2762324386,10.1177/0046958017732960
2969,10.1177/0300060516652751,2419417769,10.1177/0300060516652751
2970,10.1177/147470491401200114,2314660509,10.1177/147470491401200114
2971,10.1177/147470491401200310,2175249571,10.1177/147470491401200310
2972,10.1177/2053951715591224,2120297534,10.1177/2053951715591224
2973,10.1177/2055102915579778,2135650455,10.1177/2055102915579778
2974,10.1177/2055102915603051,2163184119,10.1177/2055102915603051
2975,10.1177/2055102917748460,2776192510,10.1177/2055102917748460
2976,10.1177/2158244015592679,2181268549,10.1177/2158244015592679
2977,10.1177/2158244015607584,2273063612,10.1177/2158244015607584
2978,10.1186/1472-6882-8-9,2066547711,10.1186/1472-6882-8-9
2979,10.1186/s40621-014-0023-2,2099068975,10.1186/s40621-014-0023-2
2980,10.12688/f1000research.2-98.v1,2117522474,10.12688/f1000research.2-98.v1
2981,10.1371/journal.pone.0017015,2053186969,10.1371/journal.pone.0017015
2982,10.3390/ijerph10094306,2015245022,10.3390/ijerph10094306
2983,10.3945/jn.109.110254,2112261702,10.3945/jn.109.110254
2984,10.4054/DemRes.2003.S1.5,2111547712,10.4054/DemRes.2003.S1.5
2985,bbk-64,,
2986,10.1001/archpsyc.62.6.603,1968564639,10.1001/archpsyc.62.6.603
2987,10.1001/jama.279.21.1720,2143637259,10.1001/jama.279.21.1720
2988,10.1038/oby.2009.64,2035152787,10.1038/oby.2009.64
2989,10.1080/15401420490426927,2113175194,10.1080/15401420490426927
2990,10.1093/aje/kwp419,2158334355,10.1093/aje/kwp419
2991,10.1093/epirev/mxn011,2165973903,10.1093/epirev/mxn011
2992,10.1093/geronb/gbu164,1965914232,10.1093/geronb/gbu164
2993,10.1093/geront/38.3.320,2098926210,10.1093/geront/38.3.320
2994,10.1093/oxfordjournals.schbul.a007013,2104754345,10.1093/oxfordjournals.schbul.a007013
2995,10.1111/j.1751-7176.2010.00366.x,2019465163,10.1111/j.1751-7176.2010.00366.x
2996,10.1161/CIRCULATIONAHA.107.721878,2125205618,10.1161/CIRCULATIONAHA.107.721878
2997,10.1177/0046958015618665,2278123732,10.1177/0046958015618665
2998,10.1177/1470320314556171,2164543466,10.1177/1470320314556171
2999,10.1177/1471301216673918,2529860026,10.1177/1471301216673918
3000,10.1177/147470490300100102,2261655409,10.1177/147470490300100102
3001,10.1177/2041669518786740,2884926464,10.1177/2041669518786740
3002,10.1177/2053168017743105,2769661633,10.1177/2053168017743105
3003,10.1177/2158244016659119,2479522334,10.1177/2158244016659119
3004,10.1183/09031936.94.07101821,2038595664,10.1183/09031936.94.07101821
3005,10.2215/CJN.03050608,2135699133,10.2215/CJN.03050608
3006,bbk-4,,
3007,10.1001/archinte.160.9.1261,2074481628,10.1001/archinte.160.9.1261
3008,10.1001/archpsyc.59.2.115,2135137329,10.1001/archpsyc.59.2.115
3009,10.1001/jama.280.19.1673,2025044726,10.1001/jama.280.19.1673
3010,10.1007/s10461-010-9840-7,1986642651,10.1007/s10461-010-9840-7
3011,10.1093/aje/kwp005,2165293566,10.1093/aje/kwp005
3012,10.1136/injuryprev-2016-042023,2476840790,10.1136/injuryprev-2016-042023
3013,10.1161/01.CIR.0000100889.17580.82,2084802391,10.1161/01.CIR.0000100889.17580.82
3014,10.1161/01.STR.0000141417.66620.09,2060998698,10.1161/01.STR.0000141417.66620.09
3015,10.1177/0046958018759115,2789250229,10.1177/0046958018759115
3016,10.1177/0300060513507386,2112398279,10.1177/0300060513507386
3017,10.1177/1464884917692820,2588563968,10.1177/1464884917692820
3018,10.1177/1468018117737990,2768402126,10.1177/1468018117737990
3019,10.1177/2053168015589334,2126599111,10.1177/2053168015589334
3020,10.1177/2053168016665856,2519481377,10.1177/2053168016665856
3021,10.1177/2053951715580599,2102530054,10.1177/2053951715580599
3022,10.1177/2053951715602908,2409811014,10.1177/2053951715602908
3023,10.1177/2158244014547695,2102806114,10.1177/2158244014547695
3024,10.1177/2158244016688135,2577504045,10.1177/2158244016688135
3025,10.1186/2050-2974-2-1,2132329192,10.1186/2050-2974-2-1
3026,10.1377/hlthaff.27.3.w222,2160486411,10.1377/hlthaff.27.3.w222
3027,10.1590/S0034-89102006005000042,2077953598,10.1590/S0034-89102006005000042
3028,10.3390/ijerph7072800,2098741000,10.3390/ijerph7072800
3029,10.3945/ajcn.2008.26995,2152936541,10.3945/ajcn.2008.26995
3030,10.4054/DemRes.2018.38.24,,
3031,bbk-315,,
3032,10.1017/S0020859002000901,2053051852,10.1017/S0020859002000901
3033,10.1038/sj.jhh.1001771,2069605327,10.1038/sj.jhh.1001771
3034,10.1042/AN20130045,2166084476,10.1042/AN20130045
3035,10.1080/13545701.2016.1195004,2467062686,10.1080/13545701.2016.1195004
3036,10.1093/geronb/56.2.S119,2123626923,10.1093/geronb/56.2.S119
3037,10.1097/00126334-199905010-00006,2322849685,10.1097/00126334-199905010-00006
3038,10.1177/0046958017727105,,
3039,10.1177/0300060513507648,2127284386,10.1177/0300060513507648
3040,10.1177/1461444814536574,2095540361,10.1177/1461444814536574
3041,10.1177/147470490500300108,,
3042,10.1177/147470491401200503,2209145512,10.1177/147470491401200503
3043,10.1177/2053168016682888,2736671346,10.1177/2053168016682888
3044,10.1177/2158244011428647,2131937222,10.1177/2158244011428647
3045,10.1177/2158244014553601,2137801882,10.1177/2158244014553601
3046,10.1177/2158244015591017,2132750144,10.1177/2158244015591017
3047,10.1177/2158244016649010,2414841995,10.1177/2158244016649010
3048,10.1177/2158244016669973,2525168731,10.1177/2158244016669973
3049,10.1371/journal.pone.0094433,1985981813,10.1371/journal.pone.0094433
3050,10.1542/peds.2013-1488,1975555526,10.1542/peds.2013-1488
3051,10.3390/socsci5030032,2480016237,10.3390/socsci5030032
3052,10.4236/sm.2013.31016,1995698316,10.4236/sm.2013.31016
3053,bbk-331,,
3054,10.1001/jama.281.21.2035,1982306376,10.1001/jama.281.21.2035
3055,10.1093/aje/kwm075,2133068931,10.1093/aje/kwm075
3056,10.1093/geront/41.1.82,2046822935,10.1093/geront/41.1.82
3057,10.1093/jnci/91.8.675,2168558729,10.1093/jnci/91.8.675
3058,10.1093/socrel/sru067,2109887972,10.1093/socrel/sru067
3059,10.1158/1055-9965.EPI-08-0939,2098748525,10.1158/1055-9965.EPI-08-0939
3060,10.1161/01.CIR.0000145117.40114.C7,2119545138,10.1161/01.CIR.0000145117.40114.C7
3061,10.1177/147470490700500308,2219326519,10.1177/147470490700500308
3062,10.1177/147470491000800108,,
3063,10.1177/147470491201000501,1752002607,10.1177/147470491201000501
3064,10.1177/1756283X16670073,2526927424,10.1177/1756283X16670073
3065,10.1177/2041669516673384,2532475916,10.1177/2041669516673384
3066,10.1177/2158244012436564,2001244075,10.1177/2158244012436564
3067,10.1177/2158244012471350,2005540850,10.1177/2158244012471350
3068,10.1177/2158244014554386,2133840568,10.1177/2158244014554386
3069,10.1177/2158244015617516,2224827024,10.1177/2158244015617516
3070,10.1177/2158244017726355,2753626827,10.1177/2158244017726355
3071,10.1377/hlthaff.2011.0862,2084264075,10.1377/hlthaff.2011.0862
3072,10.3945/ajcn.110.007161,2124525287,10.3945/ajcn.110.007161
3073,bbk-182,,
3074,bbk-283,,
3075,bbk-305,,
3076,10.1001/archinternmed.2008.505,2097663158,10.1001/archinternmed.2008.505
3077,10.1001/archpediatrics.2011.1407,2112111252,10.1001/archpediatrics.2011.1407
3078,10.1080/07418820802506198,2089323845,10.1080/07418820802506198
3079,10.1080/07418820902926197,1991745889,10.1080/07418820902926197
3080,10.1093/geronb/52B.5.S240,1996154252,10.1093/geronb/52B.5.S240
3081,10.1093/geronb/61.3.S140,2106670271,10.1093/geronb/61.3.S140
3082,10.1093/poq/nfi060,2165805846,10.1093/poq/nfi060
3083,10.1111/add.13712,2560077376,10.1111/add.13712
3084,10.1136/bmjopen-2011-000698,2161712670,10.1136/bmjopen-2011-000698
3085,10.1159/000324512,2006504675,10.1159/000324512
3086,10.1177/1098612X18792101,,
3087,10.1177/1745691613507457,2061699055,10.1177/1745691613507457
3088,10.1177/2053951718765878,2789772081,10.1177/2053951718765878
3089,10.1177/2158244013484734,2154452404,10.1177/2158244013484734
3090,10.1177/2158244013489689,2119048575,10.1177/2158244013489689
3091,10.1177/2158244013508960,2235391638,10.1177/2158244013508960
3092,10.1177/2158244014567924,2185161753,10.1177/2158244014567924
3093,10.1177/2158244017720562,2751758455,10.1177/2158244017720562
3094,10.1177/2158244017752220,2784548940,10.1177/2158244017752220
3095,10.1371/journal.pone.0075847,2110004667,10.1371/journal.pone.0075847
3096,10.2337/dc06-1058,2039443663,10.2337/dc06-1058
3097,10.3945/jn.111.141473,2039534385,10.3945/jn.111.141473
3098,bbk-362,,
3099,10.1017/S0950268811000732,2062655970,10.1017/S0950268811000732
3100,10.1038/oby.2007.504,2081708924,10.1038/oby.2007.504
3101,10.1038/sj.ijo.0802167,2148464428,10.1038/sj.ijo.0802167
3102,10.1053/jhep.2003.50375,2019800711,10.1053/jhep.2003.50375
3103,10.1068/i0504,2171985638,10.1068/i0504
3104,10.1093/gerona/56.4.M243,2121312932,10.1093/gerona/56.4.M243
3105,10.1093/jnci/94.11.799,2086213760,10.1093/jnci/94.11.799
3106,10.1111/j.0016-7363.2005.00670.x,2071401693,10.1111/j.0016-7363.2005.00670.x
3107,10.1177/0046958017724943,2750604468,10.1177/0046958017724943
3108,10.1177/0300060514526566,2114536156,10.1177/0300060514526566
3109,10.1177/0300060516667862,2554894710,10.1177/0300060516667862
3110,10.1177/0972150917710331,2642308751,10.1177/0972150917710331
3111,10.1177/1461444817702397,2608119921,10.1177/1461444817702397
3112,10.1177/1468796816653627,2415106109,10.1177/1468796816653627
3113,10.1177/1753465817717169,2739301750,10.1177/1753465817717169
3114,10.1177/2158244013514061,2172536890,10.1177/2158244013514061
3115,10.1177/2158244015574972,2118493185,10.1177/2158244015574972
3116,10.1177/2158244015576053,2257580935,10.1177/2158244015576053
3117,10.1177/2158244015585406,2203178694,10.1177/2158244015585406
3118,10.1177/2158244016634408,2411977782,10.1177/2158244016634408
3119,10.1177/2158244016679684,2559588216,10.1177/2158244016679684
3120,10.1177/2158244017725386,2752425710,10.1177/2158244017725386
3121,10.1370/afm.13,2097428110,10.1370/afm.13
3122,bbk-170,,
3123,bbk-339,,
3124,bbk-65,,
3125,10.1001/2013.jamapsychiatry.55,1985163828,10.1001/2013.jamapsychiatry.55
3126,10.1001/archgenpsychiatry.2010.137,2020325042,10.1001/archgenpsychiatry.2010.137
3127,10.1001/archpsyc.64.4.485,2151673732,10.1001/archpsyc.64.4.485
3128,10.1017/thg.2012.137,1993064061,10.1017/thg.2012.137
3129,10.1038/sj.ijo.0801648,2334495018,10.1038/sj.ijo.0801648
3130,10.1038/sj.ijo.0803145,2048130372,10.1038/sj.ijo.0803145
3131,10.1093/gerona/53A.1.B59,2161351268,10.1093/gerona/53A.1.B59
3132,10.1093/geronb/59.4.S238,2167920935,10.1093/geronb/59.4.S238
3133,10.1093/ije/dyn066,2140729286,10.1093/ije/dyn066
3134,10.1093/jnci/88.23.1748,2012806876,10.1093/jnci/88.23.1748
3135,10.1093/jpepsy/jsj007,2166630567,10.1093/jpepsy/jsj007
3136,10.1111/jsr.12369,2203221488,10.1111/jsr.12369
3137,10.1136/thorax.58.5.388,2164945400,10.1136/thorax.58.5.388
3138,10.1161/CIRCULATIONAHA.111.070722,2784492638,10.1161/CIRCULATIONAHA.111.070722
3139,10.1161/CIRCULATIONAHA.111.070722,2784613540,10.1161/CIRCULATIONAHA.111.070722
3140,10.1161/CIRCULATIONAHA.111.070722,2784862762,10.1161/CIRCULATIONAHA.111.070722
3141,10.1161/CIRCULATIONAHA.111.070722,1992593810,10.1161/CIRCULATIONAHA.111.070722
3142,10.1161/CIRCULATIONAHA.111.070722,2886827780,10.1161/CIRCULATIONAHA.111.070722
3143,10.1177/0046958018768316,2797083116,10.1177/0046958018768316
3144,10.1177/0300060516652761,2463329368,10.1177/0300060516652761
3145,10.1177/0300060517717825,2759929579,10.1177/0300060517717825
3146,10.1177/1467358415580360,2148650263,10.1177/1467358415580360
3147,10.1177/1470320313475908,2128812398,10.1177/1470320313475908
3148,10.1177/1470320314534511,2107714795,10.1177/1470320314534511
3149,10.1177/1753944715622145,2238399775,10.1177/1753944715622145
3150,10.1177/1759091416669618,2521589653,10.1177/1759091416669618
3151,10.1177/2053168015621328,2195135393,10.1177/2053168015621328
3152,10.1177/2059799115622756,2327853825,10.1177/2059799115622756
3153,10.1177/2158244012461360,1776210630,10.1177/2158244012461360
3154,10.1177/2158244015576057,2119989486,10.1177/2158244015576057
3155,10.1177/2158244015581191,2110081672,10.1177/2158244015581191
3156,10.1177/2158244015592167,2254320941,10.1177/2158244015592167
3157,10.1177/2158244016665887,2518191998,10.1177/2158244016665887
3158,10.1177/2158244016678911,2558313846,10.1177/2158244016678911
3159,10.1186/1479-5868-8-84,2146689421,10.1186/1479-5868-8-84
3160,10.1186/ar3864,2159448145,10.1186/ar3864
3161,10.1371/journal.pone.0030093,2019824820,10.1371/journal.pone.0030093
3162,10.1371/journal.pone.0162664,2521514490,10.1371/journal.pone.0162664
3163,10.4054/DemRes.2016.34.14,2290790640,10.4054/DemRes.2016.34.14
3164,bbk-274,,
3165,bbk-8,,
3166,10.1038/oby.2006.17,2168897253,10.1038/oby.2006.17
3167,10.1038/sj.ijo.0801441,2060111862,10.1038/sj.ijo.0801441
3168,10.1053/euhj.1999.1990,2027688298,10.1053/euhj.1999.1990
3169,10.1068/i0538,2169189559,10.1068/i0538
3170,10.1093/ageing/afr170,2133882556,10.1093/ageing/afr170
3171,10.1093/geronb/gbr072,2104840093,10.1093/geronb/gbr072
3172,10.1093/ije/29.3.470,2132703266,10.1093/ije/29.3.470
3173,10.1177/0300060513499094,2148267020,10.1177/0300060513499094
3174,10.1177/0300060514540631,2058334562,10.1177/0300060514540631
3175,10.1177/147470490900700206,2238339904,10.1177/147470490900700206
3176,10.1177/147470491000800307,1524281113,10.1177/147470491000800307
3177,10.1177/1474704916661825,2479277941,10.1177/1474704916661825
3178,10.1177/2053951717752964,2782799981,10.1177/2053951717752964
3179,10.1177/2055102917736429,2766651930,10.1177/2055102917736429
3180,10.1177/2158244013497031,2119854394,10.1177/2158244013497031
3181,10.1177/2158244014563520,2178897653,10.1177/2158244014563520
3182,10.1177/2158244015577113,2115280079,10.1177/2158244015577113
3183,10.1177/2158244016633738,2292821152,10.1177/2158244016633738
3184,10.1177/2158244017723689,2743917679,10.1177/2158244017723689
3185,10.1186/1476-069X-10-81,2133976801,10.1186/1476-069X-10-81
3186,10.1249/MSS.0b013e3181620ebc,2038568616,10.1249/MSS.0b013e3181620ebc
3187,10.5811/westjem.2012.3.11788,2148508104,10.5811/westjem.2012.3.11788
3188,bbk-15,,
3189,10.1001/archgenpsychiatry.2010.35,2136265515,10.1001/archgenpsychiatry.2010.35
3190,10.1001/archgenpsychiatry.2011.140,1752431795,10.1001/archgenpsychiatry.2011.140
3191,10.1001/archpedi.155.12.1364,1963611404,10.1001/archpedi.155.12.1364
3192,10.1001/archpedi.159.1.68,1994985149,10.1001/archpedi.159.1.68
