unique_identifier,PaperId,Doi
10.1177/0264550514548252,2030799331,10.1177/0264550514548252
10.1177/0269881113512038,2149341565,10.1177/0269881113512038
10.1177/0275074006288307,2026659678,10.1177/0275074006288307
10.1177/0300060515600187,2253872187,10.1177/0300060515600187
10.1177/0300060515611539,2231999384,10.1177/0300060515611539
10.1177/0300060516645419,2548105090,10.1177/0300060516645419
10.1177/0306624X14554381,2051935649,10.1177/0306624X14554381
10.1177/0731948713480788,2740055976,10.1177/0731948713480788
10.1177/0734016808320693,2057628695,10.1177/0734016808320693
10.1177/0887302X07303625,2003843036,10.1177/0887302X07303625
10.1177/0898264318778111,2809648134,10.1177/0898264318778111
10.1177/0959680113481732,2118342645,10.1177/0959680113481732
10.1177/0972652712454514,2018184751,10.1177/0972652712454514
10.1177/1044207310389333,2012466167,10.1177/1044207310389333
10.1177/1062860611403135,2145049633,10.1177/1062860611403135
10.1177/1077558710384877,2006283763,10.1177/1077558710384877
10.1177/1098300711421009,2123975167,10.1177/1098300711421009
10.1177/1352458518809326,2899172313,10.1177/1352458518809326
10.1177/1440783318759087,2788259001,10.1177/1440783318759087
10.1177/1470320313513408,2048244744,10.1177/1470320313513408
10.1177/1471301215602417,2184286787,10.1177/1471301215602417
10.1177/1477370813482612,2169282135,10.1177/1477370813482612
10.1177/1532673X00028002005,2047531443,10.1177/1532673X00028002005
10.1177/1532673X7800600202,2086684689,10.1177/1532673X7800600202
10.1177/1541204008330634,1979733756,10.1177/1541204008330634
10.1177/1559827611418168,1979655555,10.1177/1559827611418168
10.1177/1744629514552305,1994653575,10.1177/1744629514552305
10.1177/2158244014560557,2153076322,10.1177/2158244014560557
10.1177/2158244014561205,2111775332,10.1177/2158244014561205
10.1177/2165143412461524,2329500805,10.1177/2165143412461524
10.1179/102452906X91993,2082445704,10.1179/102452906X91993
10.1191/026921598676962688,2143688284,10.1191/026921598676962688
10.1260/095830503322793632,2061607134,10.1260/095830503322793632
10.1310/hpj5009-789,1831522254,10.1310/hpj5009-789
10.1375/acri.42.1.72,1989031594,10.1375/acri.42.1.72
10.5127/jep.045014,2595995174,10.5127/jep.045014
10.1111/1467-9531.271031,2048010381,10.1111/1467-9531.271031
10.1177/0002716213493080,2127139327,10.1177/0002716213493080
10.1177/0003122414535774,1969284902,10.1177/0003122414535774
10.1177/0009922815614351,2198905657,10.1177/0009922815614351
10.1177/001789699705600204,2017775552,10.1177/001789699705600204
10.1177/0018726716687388,2588823854,10.1177/0018726716687388
10.1177/0020872808090244,1984370180,10.1177/0020872808090244
10.1177/002214650504600205,2036347881,10.1177/002214650504600205
10.1177/002214650905000305,2143667573,10.1177/002214650905000305
10.1177/002234338001700102,2111289638,10.1177/002234338001700102
10.1177/0044118X18757149,2794166413,10.1177/0044118X18757149
10.1177/009365002236196,1979023017,10.1177/009365002236196
10.1177/0093854813504404,2106714899,10.1177/0093854813504404
10.1177/0093854818760966,2791983930,10.1177/0093854818760966
10.1177/0148607114522487,2018647132,10.1177/0148607114522487
10.1177/0149206311398135,2081434173,10.1177/0149206311398135
10.1177/0192513X03255464,2150699541,10.1177/0192513X03255464
10.1177/0192513X07301753,2169074803,10.1177/0192513X07301753
10.1177/0193945914548707,2027089472,10.1177/0193945914548707
10.1177/0261018312457869,2316917439,10.1177/0261018312457869
10.1177/0275074015577110,2034423904,10.1177/0275074015577110
10.1177/0300060517692147,2603254027,10.1177/0300060517692147
10.1177/0300060517722696,2752116419,10.1177/0300060517722696
10.1177/0306624X15572864,2145064797,10.1177/0306624X15572864
10.1177/0733464810371098,2103032547,10.1177/0733464810371098
10.1177/0739986310388021,1978074989,10.1177/0739986310388021
10.1177/0891241605275575,1969283306,10.1177/0891241605275575
10.1177/1012690209335939,2084309652,10.1177/1012690209335939
10.1177/1049732310385824,2115884540,10.1177/1049732310385824
10.1177/1077801211398229,2104082105,10.1177/1077801211398229
10.1177/1403494818790406,2885707034,10.1177/1403494818790406
10.1177/1470357218797994,2892140681,10.1177/1470357218797994
10.1177/1474474018778576,2808449735,10.1177/1474474018778576
10.1177/147470490700500103,2336777384,10.1177/147470490700500103
10.1177/1532673X7900700408,2054888264,10.1177/1532673X7900700408
10.1177/1532673X9402200107,2013907166,10.1177/1532673X9402200107
10.1177/1532708607310793,1970277282,10.1177/1532708607310793
10.1177/1534735416645184,2346793415,10.1177/1534735416645184
10.1177/1557988309356101,2100731487,10.1177/1557988309356101
10.1177/1759091416632342,2294809891,10.1177/1759091416632342
10.1177/2158244013514059,2113632457,10.1177/2158244013514059
10.1177/2158244015593119,2177821449,10.1177/2158244015593119
10.1177/2158244015623996,2234711467,10.1177/2158244015623996
10.1177/2158244017690791,2587375150,10.1177/2158244017690791
10.1177/2329488416668838,2519654054,10.1177/2329488416668838
10.1191/0309133305pp463ra,2086848195,10.1191/0309133305pp463ra
10.1191/0309133306pp464ra,2071827077,10.1191/0309133306pp464ra
10.1350/ijps.2007.9.4.303,2069475876,10.1350/ijps.2007.9.4.303
10.3102/0002831216665188,2612202775,10.3102/0002831216665188
10.3109/03093646.2010.504977,2158456650,10.3109/03093646.2010.504977
10.4137/BCBCR.S13745,2079285366,10.4137/BCBCR.S13745
bbk-13,"",""
10.1042/AN20120004,2008661541,10.1042/AN20120004
10.1042/AN20130044,2314133461,10.1042/AN20130044
10.1068/i0682,2119509761,10.1068/i0682
10.1177/0004867414561528,2137725809,10.1177/0004867414561528
10.1177/0009922810393499,2104481021,10.1177/0009922810393499
10.1177/001112802237130,2114929891,10.1177/001112802237130
10.1177/0011392110372729,2164639271,10.1177/0011392110372729
10.1177/0019556117726823,2769871062,10.1177/0019556117726823
10.1177/002200276601000301,2091395694,10.1177/002200276601000301
10.1177/0022034513484327,2092547168,10.1177/0022034513484327
10.1177/0022343310382204,2161624614,10.1177/0022343310382204
10.1177/0022427812469114,2169696818,10.1177/0022427812469114
10.1177/0042085910377290,2128845328,10.1177/0042085910377290
10.1177/0046958015591570,2168572308,10.1177/0046958015591570
10.1177/0046958017727104,2753662837,10.1177/0046958017727104
10.1177/0093854806289195,2040114513,10.1177/0093854806289195
10.1177/0093854807301791,2053924430,10.1177/0093854807301791
10.1177/0162643418781298,"",""
10.1177/0163278712458797,2105003201,10.1177/0163278712458797
10.1177/0261018315620377,2193710192,10.1177/0261018315620377
10.1177/0261927X02250052,1980209066,10.1177/0261927X02250052
10.1177/0264550512458473,2168002109,10.1177/0264550512458473
10.1177/0300060517708693,2620011066,10.1177/0300060517708693
10.1177/0739891318778859,2806595715,10.1177/0739891318778859
10.1177/0886260515600162,1867547351,10.1177/0886260515600162
10.1177/0886260517744845,2768492137,10.1177/0886260517744845
10.1177/0887403415594843,2233988384,10.1177/0887403415594843
10.1177/0894439309350698,2037983617,10.1177/0894439309350698
10.1177/0895904807312472,2088928498,10.1177/0895904807312472
10.1177/0898756416640956,2413695833,10.1177/0898756416640956
10.1177/1044207311411299,2131730129,10.1177/1044207311411299
10.1177/1049732309334104,2104296399,10.1177/1049732309334104
10.1177/1087054710365056,2111349752,10.1177/1087054710365056
10.1177/1087054710378008,1993113558,10.1177/1087054710378008
10.1177/1090198116644181,2407609243,10.1177/1090198116644181
10.1177/1466138105055656,2003605954,10.1177/1466138105055656
10.1177/1470320316653284,2462384814,10.1177/1470320316653284
10.1177/1471301212455121,2081319670,10.1177/1471301212455121
10.1177/1471301216682602,2560525405,10.1177/1471301216682602
10.1177/147470491301100121,2212871631,10.1177/147470491301100121
10.1177/1476718X15597022,2255463012,10.1177/1476718X15597022
10.1177/1476750318757850,2788644568,10.1177/1476750318757850
10.1177/1532440015594663,2370076085,10.1177/1532440015594663
10.1177/1532673X03260834,2047939740,10.1177/1532673X03260834
10.1177/1742395312467658,2144998526,10.1177/1742395312467658
10.1177/1753465816680786,2571312455,10.1177/1753465816680786
10.1177/2053168017734076,2763127385,10.1177/2053168017734076
10.1177/2053951717751552,2784256807,10.1177/2053951717751552
10.1177/2158244013505602,1922762212,10.1177/2158244013505602
10.1177/2158244014543787,2102104425,10.1177/2158244014543787
10.1177/2158244014562389,2179278337,10.1177/2158244014562389
10.1177/2158244014564936,2156392696,10.1177/2158244014564936
10.1177/2158244015602519,2272865466,10.1177/2158244015602519
10.3818/JRP.6.2.2004.1,"",""
10.3818/JRP.7.1.2005.81,2102407880,10.3818/JRP.7.1.2005.81
10.4137/LPI.S23135,2072787974,10.4137/LPI.S23135
10.1080/00048670701341897,2103657782,10.1080/00048670701341897
10.1097/01.hjr.0000224489.03221.de,2158035686,10.1097/01.hjr.0000224489.03221.de
10.1111/j.1467-856X.2009.00377.x,2110082788,10.1111/j.1467-856X.2009.00377.x
10.1177/0004867413502092,2080633273,10.1177/0004867413502092
10.1177/0011128702251067,2099678736,10.1177/0011128702251067
10.1177/0013916516642580,2336127725,10.1177/0013916516642580
10.1177/001789690506400105,2090178835,10.1177/001789690506400105
10.1177/0022146515611730,2176211592,10.1177/0022146515611730
10.1177/0032885518764920,2801851180,10.1177/0032885518764920
10.1177/009385402236732,2057175245,10.1177/009385402236732
10.1177/016402702237185,2051319974,10.1177/016402702237185
10.1177/0190272512451754,2165432212,10.1177/0190272512451754
10.1177/026010600101500202,2116928908,10.1177/026010600101500202
10.1177/0306624X17694405,2591483024,10.1177/0306624X17694405
10.1177/0731684417690615,2583975071,10.1177/0731684417690615
10.1177/0829573507312051,2152892628,10.1177/0829573507312051
10.1177/0886109905274571,1973653721,10.1177/0886109905274571
10.1177/0886260503253880,2030455168,10.1177/0886260503253880
10.1177/0886260511416467,2143524951,10.1177/0886260511416467
10.1177/0888325411399122,2120664146,10.1177/0888325411399122
10.1177/0890117118772493,2802001956,10.1177/0890117118772493
10.1177/0891242408318738,2087251433,10.1177/0891242408318738
10.1177/0898264313516166,2081134449,10.1177/0898264313516166
10.1177/0956797611415541,2102137850,10.1177/0956797611415541
10.1177/0957155810378570,1994880437,10.1177/0957155810378570
10.1177/0975087818772233,2800820411,10.1177/0975087818772233
10.1177/1010539513485970,2312450428,10.1177/1010539513485970
10.1177/1044207318789419,2888658191,10.1177/1044207318789419
10.1177/1049732310369232,2108494396,10.1177/1049732310369232
10.1177/1059840512438227,1968005142,10.1177/1059840512438227
10.1177/1077801215590668,2241328413,10.1177/1077801215590668
10.1177/1078087411429928,2015569571,10.1177/1078087411429928
10.1177/1079063212459085,2159001267,10.1177/1079063212459085
10.1177/1088767918755419,2793735526,10.1177/1088767918755419
10.1177/1359105316672923,2537225980,10.1177/1359105316672923
10.1177/1470320313515038,2162586141,10.1177/1470320313515038
10.1177/147470490900700214,2187446023,10.1177/147470490900700214
10.1177/1476127014554575,2118618314,10.1177/1476127014554575
10.1177/1476718X15606479,2180347390,10.1177/1476718X15606479
10.1177/1541204007303939,2153258399,10.1177/1541204007303939
10.1177/1541204012473132,2062089879,10.1177/1541204012473132
10.1177/1541204013502824,2123684442,10.1177/1541204013502824
10.1177/1555343417709669,2617922124,10.1177/1555343417709669
10.1177/1557988316662875,2513890935,10.1177/1557988316662875
10.1177/156482651103200207,165560587,10.1177/156482651103200207
10.1177/1740774515572352,2121528534,10.1177/1740774515572352
10.1177/1741659014558434,2073246026,10.1177/1741659014558434
10.1177/193229681000400432,2156789043,10.1177/193229681000400432
10.1177/2041669515599898,1009350194,10.1177/2041669515599898
10.1177/2053951716648346,2335868639,10.1177/2053951716648346
10.1177/2158244015593118,810894540,10.1177/2158244015593118
10.1177/2158244015612876,2272888867,10.1177/2158244015612876
10.1177/2158244016638393,2341300182,10.1177/2158244016638393
10.1177/0002716213512086,2130926536,10.1177/0002716213512086
10.1177/0011128707307223,2164134448,10.1177/0011128707307223
10.1177/0021909614523547,2144880697,10.1177/0021909614523547
10.1177/002200276901300104,2038634395,10.1177/002200276901300104
10.1177/00220345680470031901,2167272094,10.1177/00220345680470031901
10.1177/002214650404500304,1986013270,10.1177/002214650404500304
10.1177/0022343301038006002,2169687706,10.1177/0022343301038006002
10.1177/0022427803256094,2098213521,10.1177/0022427803256094
10.1177/0032885505279525,2157122904,10.1177/0032885505279525
10.1177/0146167201278005,2118520008,10.1177/0146167201278005
10.1177/0160017605278999,2025888253,10.1177/0160017605278999
10.1177/0300060514551188,2084268709,10.1177/0300060514551188
10.1177/0300060515597930,2286580705,10.1177/0300060515597930
10.1177/0300060515625431,2273959059,10.1177/0300060515625431
10.1177/0300060518781642,2810080756,10.1177/0300060518781642
10.1177/073346489501400407,2050585781,10.1177/073346489501400407
10.1177/0886260517696841,2593632480,10.1177/0886260517696841
10.1177/0887403409338563,2129713677,10.1177/0887403409338563
10.1177/1043986214553377,2116194354,10.1177/1043986214553377
10.1177/1049731505275059,1964895468,10.1177/1049731505275059
10.1177/1049732308317220,2117075181,10.1177/1049732308317220
10.1177/1086296X11431626,2103170128,10.1177/1086296X11431626
10.1177/1088767910397272,2159574513,10.1177/1088767910397272
10.1177/1099800410381424,2064791659,10.1177/1099800410381424
10.1177/1359104516630774,2277782672,10.1177/1359104516630774
10.1177/1367493512473854,2159817798,10.1177/1367493512473854
10.1177/1461444818777473,2805786353,10.1177/1461444818777473
10.1177/1464419317725943,2751807205,10.1177/1464419317725943
10.1177/1464884917725989,2752055530,10.1177/1464884917725989
10.1177/1474704915598491,2305196836,10.1177/1474704915598491
10.1177/1476127016648498,2396732591,10.1177/1476127016648498
10.1177/1476718X18775769,2804713932,10.1177/1476718X18775769
10.1177/1532673X8701500103,2010536533,10.1177/1532673X8701500103
10.1177/1534735415617020,2259037852,10.1177/1534735415617020
10.1177/1708538115597079,1867425198,10.1177/1708538115597079
10.1177/1740774514524032,2558303383,10.1177/1740774514524032
10.1177/1740774514524032,2120668644,10.1177/1740774514524032
10.1177/2053951717738105,2768021794,10.1177/2053951717738105
10.1177/205699710601000103,2557334294,10.1177/205699710601000103
10.1177/2158244016628591,2320421457,10.1177/2158244016628591
10.1177/2158244017726354,2753670826,10.1177/2158244017726354
10.1177/2372732216644451,2520881198,10.1177/2372732216644451
10.1191/0959683605hl859ra,2020048343,10.1191/0959683605hl859ra
10.1258/ebm.2012.012002,2321570510,10.1258/ebm.2012.012002
10.5367/te.2011.0061,2029357179,10.5367/te.2011.0061
bbk-98,"",""
10.1068/i0575,2151360781,10.1068/i0575
10.1080/15401420390271100,1974006821,10.1080/15401420390271100
10.1177/0002764209350829,2015755806,10.1177/0002764209350829
10.1177/0003319709344575,2085173540,10.1177/0003319709344575
10.1177/000348940611501102,2054427504,10.1177/000348940611501102
10.1177/0009922816685817,2584948397,10.1177/0009922816685817
10.1177/0017896907076752,2016495943,10.1177/0017896907076752
10.1177/0020872818756172,2790675122,10.1177/0020872818756172
10.1177/002204260303300105,2151838141,10.1177/002204260303300105
10.1177/002204260603600304,2073669757,10.1177/002204260603600304
10.1177/0022427804266561,2163372104,10.1177/0022427804266561
10.1177/0023677213486895,2313148336,10.1177/0023677213486895
10.1177/0032885505276969,2114710355,10.1177/0032885505276969
10.1177/0032885507304526,2091489177,10.1177/0032885507304526
10.1177/0044118X7901100106,2172057766,10.1177/0044118X7901100106
10.1177/0093854818775467,2806359324,10.1177/0093854818775467
10.1177/0163278716637900,2323520166,10.1177/0163278716637900
10.1177/0165025417692898,2587768004,10.1177/0165025417692898
10.1177/0261018310367673,1969553694,10.1177/0261018310367673
10.1177/0265659009339823,1990484630,10.1177/0265659009339823
10.1177/0266666906062688,1995514971,10.1177/0266666906062688
10.1177/0267323107079673,2028408573,10.1177/0267323107079673
10.1177/0269094216655519,2462844562,10.1177/0269094216655519
10.1177/0269094216677779,2552816587,10.1177/0269094216677779
10.1177/0300060516635385,2316414356,10.1177/0300060516635385
10.1177/0333102414521511,2114557063,10.1177/0333102414521511
10.1177/073346480102000103,2093881833,10.1177/073346480102000103
10.1177/0886260503253236,2111647749,10.1177/0886260503253236
10.1177/0961463X15572175,2166612662,10.1177/0961463X15572175
10.1177/101053950001200102,2014087287,10.1177/101053950001200102
10.1177/1075547007302307,2030603166,10.1177/1075547007302307
10.1177/1077558708320312,2020228213,10.1177/1077558708320312
10.1177/1077801207299206,2131404047,10.1177/1077801207299206
10.1177/1077801214526050,2095967519,10.1177/1077801214526050
10.1177/1078087417753079,2790942851,10.1177/1078087417753079
10.1177/1078390307308311,2072495944,10.1177/1078390307308311
10.1177/1088767907300748,2087985046,10.1177/1088767907300748
10.1177/1103308816669463,2593914837,10.1177/1103308816669463
10.1177/1363459311416832,"",""
10.1177/1469004704042702,2031426248,10.1177/1469004704042702
10.1177/147470491301100114,2341622574,10.1177/147470491301100114
10.1177/147470491501300211,2409468665,10.1177/147470491501300211
10.1177/1534735410392576,2041049191,10.1177/1534735410392576
10.1177/1541204004265864,2161975088,10.1177/1541204004265864
10.1177/1559827612443049,2328309967,10.1177/1559827612443049
10.1177/1757975915626871,2346816013,10.1177/1757975915626871
10.1177/2050157917730587,2761991660,10.1177/2050157917730587
10.1177/2053951715624935,2276495134,10.1177/2053951715624935
10.1177/2158244015623591,2388884603,10.1177/2158244015623591
10.1177/2158244016649648,2404166341,10.1177/2158244016649648
10.1177/2158244016666888,2517549215,10.1177/2158244016666888
10.1177/2393957518776746,2803727916,10.1177/2393957518776746
10.1243/13506501JET557,2093853993,10.1243/13506501JET557
10.5367/000000006776563703,2321419592,10.5367/000000006776563703
bbk-27,"",""
bbk-297,"",""
10.1080/00420980500280354,2118499856,10.1080/00420980500280354
10.1177/0001839217704849,2604766587,10.1177/0001839217704849
10.1177/000276427501800606,2076566787,10.1177/000276427501800606
10.1177/0034355211431167,2112705497,10.1177/0034355211431167
10.1177/0044118X06287862,1986376244,10.1177/0044118X06287862
10.1177/0141076817702530,2599912291,10.1177/0141076817702530
10.1177/0146167216647933,2419611354,10.1177/0146167216647933
10.1177/0165025407087216,2050415188,10.1177/0165025407087216
10.1177/0255761407088488,2146163407,10.1177/0255761407088488
10.1177/0265407514554519,2161491799,10.1177/0265407514554519
10.1177/0306624X07302053,2136539348,10.1177/0306624X07302053
10.1177/0886260511423238,2171348866,10.1177/0886260511423238
10.1177/0898264315620590,2396283105,10.1177/0898264315620590
10.1177/0971523117708956,2753230761,10.1177/0971523117708956
10.1177/10105395070190020701,2133992747,10.1177/10105395070190020701
10.1177/1043454212455697,2096277499,10.1177/1043454212455697
10.1177/1043454212471726,2107841206,10.1177/1043454212471726
10.1177/1043986213507399,1973125539,10.1177/1043986213507399
10.1177/1049909118773995,2800001371,10.1177/1049909118773995
10.1177/1077801215608701,2285043971,10.1177/1077801215608701
10.1177/1086296X12450445,2135083098,10.1177/1086296X12450445
10.1177/1363459311403945,2119715782,10.1177/1363459311403945
10.1177/1463499602002003802,2056361661,10.1177/1463499602002003802
10.1177/1464993413486546,2043025693,10.1177/1464993413486546
10.1177/1468798411417373,2143149995,10.1177/1468798411417373
10.1177/1471301218772895,2800390686,10.1177/1471301218772895
10.1177/1473325014558665,2162351362,10.1177/1473325014558665
10.1177/1474515117690298,2581154458,10.1177/1474515117690298
10.1177/147470491000800209,2230091480,10.1177/147470491000800209
10.1177/147470491401200305,2106343486,10.1177/147470491401200305
10.1177/1534735416675952,2556874102,10.1177/1534735416675952
10.1177/1541204009349399,2151831143,10.1177/1541204009349399
10.1177/1541204014523797,2163099572,10.1177/1541204014523797
10.1177/1559827617724338,2746392198,10.1177/1559827617724338
10.1177/1748895816635720,2332007890,10.1177/1748895816635720
10.1177/205979910900400204,1562178561,10.1177/205979910900400204
10.1177/2158244012457578,2173995709,10.1177/2158244012457578
10.1177/2158244015580851,2327884798,10.1177/2158244015580851
10.1177/2158244016659117,2516600634,10.1177/2158244016659117
10.1177/2158244016684913,2568559271,10.1177/2158244016684913
10.1177/2164957X18756307,2789829836,10.1177/2164957X18756307
10.1258/la.2010.010004,2057032253,10.1258/la.2010.010004
10.3102/0002831214523821,2123069656,10.3102/0002831214523821
10.3102/0034654317746927,2773815803,10.3102/0034654317746927
10.1068/i0551sas,2096397373,10.1068/i0551sas
10.1177/000312240707200604,2043001927,10.1177/000312240707200604
10.1177/000494419604000305,2316936578,10.1177/000494419604000305
10.1177/0007650312474928,2165075375,10.1177/0007650312474928
10.1177/0011128708320484,2149489048,10.1177/0011128708320484
10.1177/0011128708328864,2095635478,10.1177/0011128708328864
10.1177/00131610121969352,2028147297,10.1177/00131610121969352
10.1177/0017896910363147,2163214580,10.1177/0017896910363147
10.1177/0020731416664666,2520113602,10.1177/0020731416664666
10.1177/0020764012461334,1993514336,10.1177/0020764012461334
10.1177/002200277802200306,2030249879,10.1177/002200277802200306
10.1177/0022343312460394,2078482894,10.1177/0022343312460394
10.1177/0022487103255015,2070387903,10.1177/0022487103255015
10.1177/0032885599079001005,2125893645,10.1177/0032885599079001005
10.1177/00333549111260S314,2729246573,10.1177/00333549111260S314
10.1177/0044118X02034001002,2131555664,10.1177/0044118X02034001002
10.1177/0145445515576402,2013021341,10.1177/0145445515576402
10.1177/0148607116660981,2485930125,10.1177/0148607116660981
10.1177/0165025411406855,2120427421,10.1177/0165025411406855
10.1177/0193841X08315175,2027680692,10.1177/0193841X08315175
10.1177/0256090916646207,2437981943,10.1177/0256090916646207
10.1177/0263774X15608850,2194108734,10.1177/0263774X15608850
10.1177/0730888400027002002,2138455700,10.1177/0730888400027002002
10.1177/0884533616680840,2599113389,10.1177/0884533616680840
10.1177/1049909108319263,2029288870,10.1177/1049909108319263
10.1177/1084822303253884,2100882391,10.1177/1084822303253884
10.1177/1090198115599397,2168743925,10.1177/1090198115599397
10.1177/135406880391003,2563957220,10.1177/135406880391003
10.1177/1365712716655168,2410513277,10.1177/1365712716655168
10.1177/1369148118768188,2801024056,10.1177/1369148118768188
10.1177/1471301217720016,2737898726,10.1177/1471301217720016
10.1177/1474474010397639,2083347363,10.1177/1474474010397639
10.1177/147470490900700409,2267261071,10.1177/147470490900700409
10.1177/1532673X9202000303,2009650268,10.1177/1532673X9202000303
10.1177/1534735415622011,2199788262,10.1177/1534735415622011
10.1177/1536867X0500500312,"",""
10.1177/1756286418793613,2891901542,10.1177/1756286418793613
10.1177/1757177418786389,2885315082,10.1177/1757177418786389
10.1177/2041669518771715,2800369173,10.1177/2041669518771715
10.1177/2046147X17697785,2617915315,10.1177/2046147X17697785
10.1177/2053168014531926,2113795542,10.1177/2053168014531926
10.1177/2053168017742015,"",""
10.1177/2150131914520711,2156636268,10.1177/2150131914520711
10.1177/2156587215599470,1804355761,10.1177/2156587215599470
10.1177/2158244013517243,2113897684,10.1177/2158244013517243
10.1177/2158244014553585,1543800029,10.1177/2158244014553585
10.1177/2158244014567400,2252338780,10.1177/2158244014567400
10.1177/2165079915579561,2143132458,10.1177/2165079915579561
10.1177/2165079917699641,2606825041,10.1177/2165079917699641
10.1177/2333794X17712637,2622610421,10.1177/2333794X17712637
10.1509/jppm.28.1.41,1965107487,10.1509/jppm.28.1.41
10.3102/0162373710380739,2160230100,10.3102/0162373710380739
bbk-179,"",""
10.1042/AN20140006,2158399796,10.1042/AN20140006
10.1068/a130226p,2085763257,10.1068/a130226p
10.1177/0002716208330486,2134583914,10.1177/0002716208330486
10.1177/0007650311427426,2109460161,10.1177/0007650311427426
10.1177/002196570805100107,2571185987,10.1177/002196570805100107
10.1177/002215540205000309,2057529981,10.1177/002215540205000309
10.1177/0022219415618501,2392330132,10.1177/0022219415618501
10.1177/0022343399036001001,2079477177,10.1177/0022343399036001001
10.1177/0091552115594880,2176973753,10.1177/0091552115594880
10.1177/0192512100214006,2132571340,10.1177/0192512100214006
10.1177/0261018306065610,2170278370,10.1177/0261018306065610
10.1177/0300985809354465,2162433395,10.1177/0300985809354465
10.1177/0306624X07305481,2170335476,10.1177/0306624X07305481
10.1177/0886260511432150,2061247693,10.1177/0886260511432150
10.1177/0898264310390940,2056506030,10.1177/0898264310390940
10.1177/0898264318796061,2891919444,10.1177/0898264318796061
10.1177/0956797613481608,2133739314,10.1177/0956797613481608
10.1177/0956797614561268,2099260785,10.1177/0956797614561268
10.1177/0956797614561268,2566891815,10.1177/0956797614561268
10.1177/1010539516660191,2505296424,10.1177/1010539516660191
10.1177/1037969X17748178,2798260262,10.1177/1037969X17748178
10.1177/1046878104273218,1999316125,10.1177/1046878104273218
10.1177/1063426609337604,1988923113,10.1177/1063426609337604
10.1177/107808747400900405,2042873759,10.1177/107808747400900405
10.1177/1086026609347181,2135520066,10.1177/1086026609347181
10.1177/1362480618774034,2805440259,10.1177/1362480618774034
10.1177/1468798414552511,2328798909,10.1177/1468798414552511
10.1177/1471301216640184,2302938500,10.1177/1471301216640184
10.1177/1474022205056173,2055262316,10.1177/1474022205056173
10.1177/147470491301100301,1936658568,10.1177/147470491301100301
10.1177/1477370815578198,1963667106,10.1177/1477370815578198
10.1177/1532673X8901700304,2031466291,10.1177/1532673X8901700304
10.1177/1534735415607319,2252903124,10.1177/1534735415607319
10.1177/178359170700200104,1533490934,10.1177/178359170700200104
10.1177/193229681200600415,2128584290,10.1177/193229681200600415
10.1177/2043820616655018,2481531139,10.1177/2043820616655018
10.1177/205157071002500103,2334630698,10.1177/205157071002500103
10.1177/2055563615610606,2266108435,10.1177/2055563615610606
10.1177/2059799116630650,"",""
10.1177/2158244013497026,2153893034,10.1177/2158244013497026
10.1177/2158244015596208,2257263163,10.1177/2158244015596208
10.1177/2158244016631798,2309384916,10.1177/2158244016631798
10.1177/2158244016663284,2513159728,10.1177/2158244016663284
10.1177/2158244016664237,2520224165,10.1177/2158244016664237
10.1177/2455133315612321,2554565952,10.1177/2455133315612321
10.1525/sop.2012.55.3.473,2338820046,10.1525/sop.2012.55.3.473
10.3181/0903-RM-115,2062259829,10.3181/0903-RM-115
bbk-104,"",""
10.1068/a130038p,2004288158,10.1068/a130038p
10.1068/a45695,2058995798,10.1068/a45695
10.1068/i0568sas,2044319975,10.1068/i0568sas
10.1068/i0592,2153356155,10.1068/i0592
10.1080/j.1440-1614.2004.01426.x,"",""
10.1177/0002716205280075,2127874779,10.1177/0002716205280075
10.1177/0011128712452960,2100279646,10.1177/0011128712452960
10.1177/0020731416631734,2340728505,10.1177/0020731416631734
10.1177/002204260103100412,2011218386,10.1177/002204260103100412
10.1177/0022219410378444,2103523745,10.1177/0022219410378444
10.1177/0022219417690355,2583154406,10.1177/0022219417690355
10.1177/0022427816663997,2509004539,10.1177/0022427816663997
10.1177/003804070908200403,2007743474,10.1177/003804070908200403
10.1177/0042098009359950,2046634430,10.1177/0042098009359950
10.1177/0046958018759116,2791936017,10.1177/0046958018759116
10.1177/0256090917703754,2729000586,10.1177/0256090917703754
10.1177/0300060518764747,2794561292,10.1177/0300060518764747
10.1177/0312896217726836,2767117885,10.1177/0312896217726836
10.1177/0332489318791867,2888433790,10.1177/0332489318791867
10.1177/0730888413516473,2129866862,10.1177/0730888413516473
10.1177/0734282913490115,2036678090,10.1177/0734282913490115
10.1177/0886260515580365,2103541451,10.1177/0886260515580365
10.1177/0886260516672941,2530732150,10.1177/0886260516672941
10.1177/0899764010372971,1972630460,10.1177/0899764010372971
10.1177/0956797612471953,2158754871,10.1177/0956797612471953
10.1177/0956797613504303,2165384391,10.1177/0956797613504303
10.1177/1043986212458192,2134576178,10.1177/1043986212458192
10.1177/1059840510386380,2169128388,10.1177/1059840510386380
10.1177/1073191116645908,2343706296,10.1177/1073191116645908
10.1177/1077558710394200,2149841027,10.1177/1077558710394200
10.1177/1078390307307256,2161543953,10.1177/1078390307307256
10.1177/1465750318763213,2777067821,10.1177/1465750318763213
10.1177/1470320315585683,1955451127,10.1177/1470320315585683
10.1177/147470491201000506,2212087250,10.1177/147470491201000506
10.1177/1532673X01029006006,1963824634,10.1177/1532673X01029006006
10.1177/1534735416688413,2581781625,10.1177/1534735416688413
10.1177/1740774515594362,2144628301,10.1177/1740774515594362
10.1177/2041669515613674,2207477161,10.1177/2041669515613674
