,AuthorId,DisplayName,LastKnownAffiliationId,PaperCount,pdf_file_name,pub_date,publication_id,text_file_name,title,unique_identifier,Doi
376,2682577860,Daxing Cai,154099455.0,1,573.pdf,2016-01-01,573.0,573.txt,Impacts of minimum wage policy on wage distributions in urban China: Comparison between public and private sectors,10.4236/chnstd.2016.53006,10.1093/geront/gnv061
377,2689221025,Jia Liu,,2,574.pdf,2012-01-01,574.0,574.txt,Dietary salt reduction and cardiovascular disease rates in India: A mathematical model,10.1371/journal.pone.0044037,10.1111/1467-856X.12068
378,2704365757,Ramesh Bollapragada,,1,575.pdf,2015-01-01,575.0,575.txt,Multimorbidity and the inequalities of global ageing: a cross-sectional study of 28 countries using the World Health Surveys,10.1186/s12889-015-2008-7,10.1177/0001839214538262
379,2726854494,Jianjun Jiang,,1,577.pdf,2015-01-01,577.0,577.txt,Weapon involvement in the victimization of children,10.1542/peds.2014-3966,10.1177/0300060513516287
380,2739084625,Jin Hoon Yang,31419693.0,1,579.pdf,2016-01-01,579.0,579.txt,Feasibility and validity of a statistical adjustment to reduce self-report bias of height and weight in wave 1 of the Add Health study,10.1186/s12874-016-0227-y,10.1177/1470320313481082
381,2744730116,Hannah VanLandingham,,1,580.pdf,2016-01-01,580.0,580.txt,Testing the school-to-prison pipeline,10.1002/pam.21954,10.1177/147470490500300118
382,2758059677,Christine Van Dillen,147878501.0,2,581.pdf,2016-01-01,581.0,581.txt,Racial disparities in adult all-cause and cause-specific mortality among us adults: mediating and moderating factors,10.1186/s12889-016-3744-z,10.1177/147470491401200304
383,2767446309,Ikenna Emmanuel Onwuegbuna,11892038.0,2,582.pdf,2016-01-01,582.0,582.txt,A database of human exposomes and phenomes from the US National Health and Nutrition Examination Survey,10.1038/sdata.2016.96,10.1177/1756284818783600
384,2779236237,Robert E. Hurley,184840846.0,55,584.pdf,2016-01-01,584.0,584.txt,Association of reports of childhood abuse and all-cause mortality rates in women,10.1001/jamapsychiatry.2016.1786,10.1177/1759091415601636
385,2807809489,Somaya Ben Allouch,2801398864.0,24,586.pdf,2011-01-01,586.0,586.txt,The effects of discrimination and acculturation to service seeking satisfaction for Latina and Asian American women: Implications for mental health professions,10.1080/10911350903341077,10.1177/2041669515613661
386,2940659820,Amelia Karraker,135310074.0,6,587.pdf,2015-01-01,587.0,587.txt,Gender differentials in self-rated health and self-reported disability among adults in India,10.1371/journal.pone.0141953,10.1177/2158244013499161
387,2940659820,Amelia Karraker,135310074.0,6,588.pdf,2015-01-01,588.0,588.txt,Risk factors and disability associated with low back pain in older adults in low- and middle-income countries: Results from the WHO study on global AGEing and adult health (SAGE),10.1371/journal.pone.0127880,10.1177/2158244015569737
388,151494647,Joan M. Bathon,145311948.0,122,589.pdf,2017-01-01,589.0,589.txt,How does incarcerating young people affect their adult health outcomes?,10.1542/peds.2016-2624,10.1177/2158244016659118
389,273551261,Carly A. Yadon,119942284.0,6,590.pdf,2015-01-01,590.0,590.txt,Life expectancy with and without cognitive impairment in seven Latin American and Caribbean countries,10.1371/journal.pone.0121867,10.1186/1471-2458-10-224
390,347240465,Gale G. Whiteneck,1326063202.0,186,591.pdf,2017-01-01,591.0,591.txt,Emotional abuse history and migraine among young adults: A retrospective cross-sectional analysis of the Add Health dataset,10.1111/head.12994,10.1186/1479-5868-8-20
391,694121016,Joanna M. Dragich,161318765.0,12,592.pdf,2014-01-01,592.0,592.txt,Chronic conditions and sleep problems among adults aged 50 years or over in nine countries: A multi-country study,10.1371/journal.pone.0114742,10.1186/1747-597X-9-35
392,1085226599,Ivan Bobyr,,14,593.pdf,2017-01-01,593.0,593.txt,Nursery product-related injuries treated in United States emergency departments,10.1542/peds.2016-2503,10.1371/journal.pone.0020331
393,1426709927,Noeline Nakasujja,72227227.0,86,594.pdf,2015-01-01,594.0,594.txt,Cohort profile: The National Academy of Sciences-National Research Council Twin Registry (NAS-NRC Twin Registry),10.1093/ije/dyu181,10.1377/hlthaff.18.5.131
394,1789411438,Lisa Clemans-Cope,183320395.0,18,595.pdf,2011-01-01,595.0,595.txt,A systematic review of environmental factors and obesogenic dietary intakes among adults: Are we getting closer to understanding obesogenic environments?,10.1111/j.1467-789X.2010.00769.x,10.1377/hlthaff.21.3.137
395,1804624288,Oshin Vartanian,1297460800.0,90,597.pdf,2017-01-01,597.0,597.txt,Use of a machine learning framework to predict substance use disorder treatment success,10.1371/journal.pone.0175383,10.1681/ASN.2006121411
396,1942593959,Virginia Mapedzahama,129604602.0,28,598.pdf,2016-01-01,598.0,598.txt,"Remittance received by households of western Chitwan Valley, Nepal: Does migrant's destination make a difference?",10.3126/dsaj.v10i0.15879,10.3945/ajcn.2008.26287
397,1957809831,Viren Swami,51216347.0,320,599.pdf,2017-01-01,599.0,599.txt,"Schedule control, work interference with family, and emotional exhaustion: A reciprocal moderated mediation model",10.1017/prp.2017.3,10.4021/jocmr425w
398,1979425623,Marion S. Buckwalter,97018004.0,52,602.pdf,2017-01-01,602.0,602.txt,Measuring the subjective well-being of diverse populations in the U.S,10.1007/s11482-017-9518-7,10.4054/DemRes.2009.21.7
399,1997094368,John Concato,32971472.0,251,603.pdf,2011-01-01,603.0,603.txt,Variation in distress among women with infertility: Evidence from a population-based sample,10.1093/humrep/der148,10.4054/DemRes.2016.34.12
400,1997094368,John Concato,32971472.0,251,605.pdf,2017-01-01,605.0,605.txt,Positive and negative affect more concurrent among Blacks than Whites,10.3390/bs7030048,10.1001/jama.280.5.428
401,2001188345,Geraldine M. McQuillan,1289490764.0,58,606.pdf,2017-01-01,606.0,606.txt,"Spatiotemporal database of US congressional elections, 1896--2014",10.1038/sdata.2017.108,10.1007/s40865-015-0005-2
402,2001188345,Geraldine M. McQuillan,1289490764.0,58,607.pdf,2018-01-01,607.0,607.txt,The role of residential mobility in reproducing socioeconomic stratification during the transition to adulthood,10.4054/DemRes.2018.38.7,10.1017/S1368980007246749
403,2001188345,Geraldine M. McQuillan,1289490764.0,58,608.pdf,2016-01-01,608.0,608.txt,The cost of post-abortion care in developing countries: A comparative analysis of four studies,10.1093/heapol/czw032,10.1038/jes.2009.72
404,2001188345,Geraldine M. McQuillan,1289490764.0,58,610.pdf,2010-01-01,610.0,610.txt,Longitudinal change in reproductive hormones and depressive symptoms across the menopausal transition: Results from the Study of Women's Health Across the Nation (SWAN),10.1001/archgenpsychiatry.2010.55,10.1068/i0422
405,2001188345,Geraldine M. McQuillan,1289490764.0,58,611.pdf,2018-01-01,611.0,611.txt,"History of adverse pregnancy outcomes, blood pressure, and subclinical vascular measures in late midlife: SWAN (Study of Women's Health Across the Nation)",10.1161/JAHA.117.007138,10.1093/aje/kwh151
406,2001188345,Geraldine M. McQuillan,1289490764.0,58,613.pdf,2014-01-01,613.0,613.txt,Rate of false conviction of criminal defendants who are sentenced to death,10.1073/pnas.1306417111,10.1093/gerona/61.4.380
407,2001188345,Geraldine M. McQuillan,1289490764.0,58,614.pdf,2015-01-01,614.0,614.txt,Programs for prevention of externalizing problems in children: Limited evidence for effect beyond 6 months post intervention,10.1007/s10566-014-9281-y,10.1093/geronb/60.6.P338
408,2001188345,Geraldine M. McQuillan,1289490764.0,58,615.pdf,2017-01-01,615.0,615.txt,Comparing standard and selective degradation DNA extraction methods: Results from a field experiment with sexual assault kits,10.1111/1556-4029.13251,10.1093/geront/43.5.669
409,2001188345,Geraldine M. McQuillan,1289490764.0,58,616.pdf,2018-01-01,616.0,616.txt,Determinants of national health insurance enrolment in Ghana across the life course: Are the results consistent between surveys?,10.1186/s12939-018-0760-x,10.1093/ndt/gfq808
410,2001188345,Geraldine M. McQuillan,1289490764.0,58,617.pdf,2015-01-01,617.0,617.txt,Predictive validity and responsiveness of patient-reported and performance-based measures of function in the Boston RISE Study,10.1093/gerona/glu227,10.1097/AOG.0b013e31826af3d1
411,2010533701,Alex Voss,16835326.0,92,618.pdf,2016-01-01,618.0,618.txt,Children exposed to abuse in youth-serving organizations: Results from national sample surveys,10.1001/jamapediatrics.2015.4493,10.1146/annurev.publhealth.25.101802.122951
412,2017567120,Jeremy E. C. Genovese,102607778.0,23,619.pdf,2001-01-01,619.0,619.txt,how a changing workforce affects employers-sponsored health insurance,10.1377/hlthaff.20.1.178,10.1146/annurev.publhealth.26.021304.144652
413,2023496944,Stefaan Walgrave,149213910.0,246,620.pdf,1997-01-01,620.0,620.txt,Body mass index and all-cause mortality among people age 70 and over: the Longitudinal Study of Aging,10.1038/sj.ijo.0800423,10.1161/01.CIR.0000114519.75433.DD
414,2024298308,Bruce A. Dye,1299303238.0,81,621.pdf,2000-01-01,621.0,621.txt,Prevalence of pelvic Paget's disease of bone in the United States,10.1359/jbmr.2000.15.3.461,10.1177/0046958017690289
415,2041943236,Maryam Moghani Lankarani,27837315.0,85,622.pdf,1998-01-01,622.0,622.txt,The timing of change: Patterns in transitions in functional status among elderly persons,10.1093/geronb/53B.1.S17,10.1177/1556264615593485
416,2041943236,Maryam Moghani Lankarani,27837315.0,85,623.pdf,1996-01-01,623.0,623.txt,The extent of private and public health insurance coverage among adult Hispanics,10.1093/geront/36.3.332,10.1177/1740774518778027
417,2041943236,Maryam Moghani Lankarani,27837315.0,85,624.pdf,2001-01-01,624.0,624.txt,Incidence of herpes simplex virus type 2 infection in the United States,10.1093/aje/153.9.912,10.1177/1747493017711943
418,2041943236,Maryam Moghani Lankarani,27837315.0,85,625.pdf,1999-01-01,625.0,625.txt,The economic value of informal caregiving,10.1377/hlthaff.18.2.182,10.1177/2050312113520152
419,2041943236,Maryam Moghani Lankarani,27837315.0,85,626.pdf,2000-01-01,626.0,626.txt,HMO market penetration and costs of employer-sponsored health plans,10.1377/hlthaff.19.5.121,10.1177/2055102917729542
420,2041943236,Maryam Moghani Lankarani,27837315.0,85,627.pdf,1994-01-01,627.0,627.txt,Excess cost of emergency department visits for nonurgent care,10.1377/hlthaff.13.5.162,10.1177/2158244011428159
421,2041943236,Maryam Moghani Lankarani,27837315.0,85,628.pdf,2003-01-01,628.0,628.txt,Differential ranking of causes of fatal versus non-fatal injuries among US children,10.1136/ip.9.2.173,10.1177/2158244012446995
422,2041943236,Maryam Moghani Lankarani,27837315.0,85,629.pdf,1999-01-01,629.0,629.txt,Cigarette smoking,10.1093/jnci/91.16.1365,10.1177/2158244013490701
423,2043434265,Takao Sasaki,40120149.0,26,630.pdf,1998-01-01,630.0,630.txt,Tracking health care costs: What's new in 1998?,10.1377/hlthaff.17.5.141,10.1177/2158244014548849
424,2058090851,B E Ogunnowo,197610006.0,11,631.pdf,1998-01-01,631.0,631.txt,The association between chronic diseases and depressive symptomatology in older Mexican Americans,10.1093/gerona/53A.3.M188,10.1177/2158244014551713
425,2085573149,Eleanor Brindle,201448701.0,42,632.pdf,1998-01-01,632.0,632.txt,Correlates of Depressive Symptomatology Among Older Community-Dwelling Mexican Americans: The Hispanic EPESE,10.1093/geronb/53B.4.S198,10.1177/2158244015577664
426,2085573149,Eleanor Brindle,201448701.0,42,634.pdf,1994-01-01,634.0,634.txt,Impact of extending health care coverage to the uninsured,10.1377/hlthaff.13.5.181,10.1177/2158244016658086
427,2093616038,Fatima Felisberti,205051169.0,52,635.pdf,1997-01-01,635.0,635.txt,Determining the amount of help used by disabled elderly persons at home: the role of coping resources,10.1093/geronb/52B.6.S317,10.1289/ehp.10764
428,2096409120,Nandita Saikia,152429107.0,27,636.pdf,1999-01-01,636.0,636.txt,"The Transfer of Resources from Middle-Aged Children to Functionally Limited Elderly Parents: Providing Time, Giving Money, Sharing Space",10.1093/geront/39.6.648,10.1370/afm.25
429,2096409120,Nandita Saikia,152429107.0,27,637.pdf,2000-01-01,637.0,637.txt,"Associations of substance use, abuse, and dependence with subsequent suicidal behavior",10.1093/oxfordjournals.aje.a010278,
430,2102743387,Kenneth B. Wells,161318765.0,485,638.pdf,1996-01-01,638.0,638.txt,Race Differences in Labor Force Attachment and Disability Status,10.1093/geront/36.3.311,
431,2102743387,Kenneth B. Wells,161318765.0,485,639.pdf,2001-01-01,639.0,639.txt,"Hemochromatosis-associated morbidity in the United States: an analysis of the National Hospital Discharge Survey, 1979-1997",10.1097/00125817-200103000-00004,
432,2102743387,Kenneth B. Wells,161318765.0,485,640.pdf,2000-01-01,640.0,640.txt,Body mass index and the prevalence of hypertension and dyslipidemia,10.1038/oby.2000.79,
433,2102743387,Kenneth B. Wells,161318765.0,485,641.pdf,1996-01-01,641.0,641.txt,"Trends in Health Insurance Coverage in California, 1989-1993",10.1377/hlthaff.15.1.118,10.1001/archpedi.159.2.167
434,2102743387,Kenneth B. Wells,161318765.0,485,642.pdf,2003-01-01,642.0,642.txt,"How Academic Achievement, Attitudes, and Behaviors Relate to the Course of Substance Use During Adolescence: A 6-Year, Multiwave National Longitudinal Study",10.1111/1532-7795.1303005,10.1001/jama.282.23.2227
435,2108767686,Simin Liu,27804330.0,443,643.pdf,1998-01-01,643.0,643.txt,The dynamics of changes in the female wage distribution in the USA: A quantile regression approach,10.1002/(SICI)1099-1255(199801/02)13:1<1::AID-JAE474>3.0.CO;2-A,10.1073/pnas.60.3.928
436,2108767686,Simin Liu,27804330.0,443,644.pdf,1999-01-01,644.0,644.txt,How older people in the United States and Germany fared in the growth years of the 1980s: A cross-sectional versus a longitudinal view,10.1093/geronb/54B.5.S279,10.1093/aje/kwn213
437,2108767686,Simin Liu,27804330.0,443,645.pdf,1996-01-01,645.0,645.txt,Who Takes Early Social Security Benefits: The Economic and Health Characteristics of Early Beneficiaries,10.1093/geront/36.6.789,10.1093/gerona/57.3.M181
438,2108767686,Simin Liu,27804330.0,443,647.pdf,1991-01-01,647.0,647.txt,Business leaders' views on American health care,10.1377/hlthaff.10.1.98,10.1093/geronb/62.4.S209
439,2109038259,Robert C. Wood,165951966.0,73,649.pdf,1998-01-01,649.0,649.txt,Challenges of state health reform: Variations in ten states,10.1377/hlthaff.17.1.191,10.1093/geronb/gbr091
440,2111929313,Thomas A. Bell,201448701.0,25,650.pdf,2001-01-01,650.0,650.txt,The association of foster care or kinship care with adolescent sexual behavior and first pregnancy,10.1542/peds.108.3.e46,10.1097/OLQ.0b013e31816b3219
441,2114056401,Ana Margarida Graça,110026055.0,15,651.pdf,2000-01-01,651.0,651.txt,Marital quality and psychological adjustment to widowhood among older adults: A longitudinal analysis,10.1093/geronb/55.4.S197,10.1146/annurev.publhealth.24.100901.140847
442,2120927419,Jane M. Hightower,2801780550.0,6,652.pdf,2001-01-01,652.0,652.txt,Psychological adjustment to sudden and anticipated spousal loss among older widowed persons,10.1093/geronb/56.4.S237,10.1177/147470490400200119
443,2123792003,Masayoshi Soma,104946051.0,319,653.pdf,1998-01-01,653.0,653.txt,"Physical activity, physical function, and the risk of breast cancer in a prospective study among elderly women",10.1093/gerona/53A.4.M251,10.1177/147470490800600316
444,2124115714,Louise Jones,45129253.0,124,654.pdf,2002-01-01,654.0,654.txt,Stress and depressive symptoms among Mexican American elders,10.1093/geronb/57.6.P559,10.1177/2053019617725537
445,2127169409,Yanling Shi,180670191.0,13,655.pdf,1994-01-01,655.0,655.txt,Employer-based health insurance in a changing work force,10.1377/hlthaff.13.1.315,10.1177/2053951717702409
446,2127236569,Hua-Fu Zhou,160354086.0,12,656.pdf,1997-01-01,656.0,656.txt,Tobacco addiction: Implications for treatment and cancer prevention,10.1093/jnci/89.24.1852,10.1177/2055102915581563
447,2139750929,Jennifer C. Hunter,95457486.0,9,657.pdf,1999-01-01,657.0,657.txt,Physical activity and its correlates among urban primary care patients aged 55 years or older,10.1093/geronb/54B.1.S41,10.1177/2158244014536742
448,2147690522,Ching-Chen Chen,133999245.0,9,658.pdf,1996-01-01,658.0,658.txt,Physical Function Among Retirement-Aged African American Men and Women,10.1093/geront/36.3.322,10.1177/2158244015584236
449,2147690522,Ching-Chen Chen,133999245.0,9,659.pdf,1997-01-01,659.0,659.txt,The Distribution and Association of Chronic Disease and Mobility Difficulty Across Four BMI Categories of African-American Women,10.1093/oxfordjournals.aje.a009046,10.1177/2158244016686150
450,2157356308,Toshiaki Minami,205143321.0,346,660.pdf,1998-01-01,660.0,660.txt,Predictors of Onset of and Recovery from Mobility Difficulty among Adults Aged 51-61 Years,10.1093/oxfordjournals.aje.a009561,10.1177/2158244017701975
451,2162280681,Christine A. Swanson,1299303238.0,101,661.pdf,1997-01-01,661.0,661.txt,Age and stage of readiness for smoking cessation,10.1093/geronb/52B.4.S212,10.1210/jc.2004-1765
452,2162508992,Tamara Mchedlidze,102335020.0,67,662.pdf,1990-01-01,662.0,662.txt,Young physicians and the future of the medical profession,10.1377/hlthaff.9.4.138,10.1289/ehp.9716
453,2163946257,Yongqing Zhang,1299303238.0,123,663.pdf,1997-01-01,663.0,663.txt,The association of plasma IL-6 levels with functional disability in community-dwelling elderly,10.1093/gerona/52A.4.M201,10.2337/diacare.28.8.1981
454,2166145363,Thomas F. Webster,111088046.0,156,664.pdf,1998-01-01,664.0,664.txt,Late Life Job Displacement,10.1093/geront/38.1.7,
455,2166930440,Molly M. Lamb,151808059.0,50,666.pdf,1996-01-01,666.0,666.txt,Residential differences in the incidence of nursing home admissions across a six-year period,10.1093/geronb/51B.5.S258,
456,2167186587,Sandra L. Reynolds,2613432.0,36,668.pdf,1996-01-01,668.0,668.txt,Differentials in active life expectancy in the older population of the United States,10.1093/geronb/51B.3.S111,10.1001/archgenpsychiatry.2011.2277
457,2167186587,Sandra L. Reynolds,2613432.0,36,669.pdf,1999-01-01,669.0,669.txt,Trends in health and ability to work among the older working-age population,10.1093/geronb/54B.1.S31,10.1001/jama.281.11.1019
458,2167186587,Sandra L. Reynolds,2613432.0,36,670.pdf,1997-01-01,670.0,670.txt,Further Evidence on Recent Trends in the Prevalence and Incidence of Disability among Older Americans from Two Sources: The LSOA and the NHIS,10.1093/geronb/52B.2.S59,10.1073/pnas.1714616114
459,2169578588,Shumin Yang,87780372.0,37,671.pdf,1996-01-01,671.0,671.txt,Later-life economic inequality in longitudinal perspective,10.1093/geronb/51B.6.S307,10.1093/aje/kwf106
460,2170371488,Lawrence H. Muhlbaier,170897317.0,122,672.pdf,2003-01-01,672.0,672.txt,SCHIP making progress: Increased take-up contributes to coverage gains,10.1377/hlthaff.22.4.163,10.1093/aje/kwp097
461,2176137317,Jason A. Dominitz,201448701.0,288,673.pdf,2001-01-01,673.0,673.txt,Do consumers know how their health plan works?,10.1377/hlthaff.20.2.159,10.1093/aje/kwq156
462,2213202942,Emily L. McGinley,204308271.0,77,674.pdf,2000-01-01,674.0,674.txt,Health plan switching: Choice or circumstance?,10.1377/hlthaff.19.3.158,10.1093/geronb/63.5.S269
463,2226570358,Steven W. Barger,79620101.0,111,675.pdf,1996-01-01,675.0,675.txt,Worker Adaptation and Employer Accommodation Following the Onset of a Health Impairment,10.1093/geronb/51B.2.S53,10.1093/geront/45.1.90
464,2340377853,Sheena Morjaria,59433898.0,1,676.pdf,1998-01-01,676.0,676.txt,"Profiles of hospital, physician, and home health service use by older persons in rural areas",10.1093/geront/38.3.320,10.1097/01.aids.0000196176.65551.a3
465,2395344309,Ramona Schuppner,34809795.0,16,677.pdf,1998-01-01,677.0,677.txt,Patterns of intergenerational exchange and mental health,10.1093/geronb/53B.2.P86,10.1111/j.1365-2796.2003.01211.x
466,2396737720,Luisa Enria,51601045.0,23,678.pdf,1994-01-01,678.0,678.txt,Universal coverage: Building on Medicare and employer financing,10.1377/hlthaff.13.2.7,10.1177/1098612X17715153
467,2403861886,Violet Lai,,1,679.pdf,2001-01-01,679.0,679.txt,Unmet need for personal assistance with activities of daily living among older adults,10.1093/geront/41.1.82,10.1177/1470320313481837
468,2469742371,Frank Cerny,63190737.0,31,680.pdf,1999-01-01,680.0,680.txt,Family caregiving to elderly African Americans: Caregiver types and structures,10.1093/geronb/54B.4.S237,10.1177/1470320316663327
469,2478301124,Paul R. Thomas,1299303238.0,8,681.pdf,2001-01-01,681.0,681.txt,"Prevalence of functional blindness, visual impairment and related functional deficits among elderly Mexican Americans",10.1093/gerona/56.9.M548,10.1177/1474704915613912
470,2478301124,Paul R. Thomas,1299303238.0,8,682.pdf,2000-01-01,682.0,682.txt,"Differences in energy, nutrient, and food intakes in a US sample of Mexican-American women and men: findings from the Third National Health and Nutrition Examination Survey, 1988-1994",10.1093/aje/152.6.548,10.1177/2041669517720808
471,2479576227,Richard Myers,,3,683.pdf,1997-01-01,683.0,683.txt,Factors associated with falling in older Adelaide residents,10.1111/j.1467-842X.1997.tb01736.x,10.1177/2158244012465763
472,2479576227,Richard Myers,,3,685.pdf,1998-01-01,685.0,685.txt,Primary Prevention of Acute Coronary Events With Lovastatin in Men and Women With Average Cholesterol Levels: Results of AFCAPS/TexCAPS,10.1001/jama.279.20.1615,10.1177/2158244013497027
473,2486528040,Jocelyn A. Lehrer,136199984.0,3,686.pdf,1997-01-01,686.0,686.txt,Did Medicaid expansions for pregnant women crowd out private coverage?,10.1377/hlthaff.16.1.185,10.1177/2158244014525422
474,2504283094,Tracy L. Nelson,130769515.0,5,687.pdf,1996-01-01,687.0,687.txt,Profiling Plans for Retirement,10.1093/geronb/51B.3.S140,10.1177/2158244014542776
475,2504283094,Tracy L. Nelson,130769515.0,5,688.pdf,1995-01-01,688.0,688.txt,Do HMOs care for the chronically ill?,10.1377/hlthaff.14.1.234,10.1177/2158244016635716
476,2514644658,Jessica McAnulty,72541430.0,3,689.pdf,1997-01-01,689.0,689.txt,The influence of caregiving and employment on the voluntary activities of midlife and older women,10.1093/geronb/52B.4.S180,10.1177/2158244017707796
477,2542526683,Negar Semmaknejad,204250578.0,1,690.pdf,2001-01-01,690.0,690.txt,Self-rated health and mortality among Black and White adults: Examining the dynamic evaluation thesis,10.1093/geronb/56.4.S195,10.1186/1471-2458-8-383
478,2579066775,Suzana M Igreja,166337079.0,1,691.pdf,1999-01-01,691.0,691.txt,"Financial strain, social relations, and psychological distress among older people: A cross-cultural analysis",10.1093/geronb/54B.1.S3,10.1377/hlthaff.2010.1210
479,2583799550,Jing He,116953780.0,24,692.pdf,2000-01-01,692.0,692.txt,"Measuring morbidity: Disease counts, binary variables, and statistical power",10.1093/geronb/55.3.S173,10.1377/hlthaff.22.4.154
480,2593685154,M. Rovira Sopeña,170486558.0,1,693.pdf,1996-01-01,693.0,693.txt,Progressive versus catastrophic disability: A longitudinal view of the disablement process,10.1093/gerona/51A.3.M123,10.2337/dc10-2161
481,2615088331,Francesco Ceccarini,138689650.0,7,694.pdf,1997-01-01,694.0,694.txt,Exercise profile and subsequent mortality in an elderly Australian population,10.1111/j.1467-842X.1997.tb01675.x,10.2337/diacare.24.2.257
482,2623189730,Keiko Hino,34077901.0,2,695.pdf,2001-01-01,695.0,695.txt,Aging out of coverage: Young adults with special health needs,10.1377/hlthaff.20.6.254,10.3390/children4020014
483,2631968409,Mk Park,165951966.0,1,696.pdf,2000-01-01,696.0,696.txt,The effects of age categorization on estimates of overweight prevalence for children,10.1038/sj.ijo.0801441,10.4054/DemRes.2003.S1.9
484,2643839342,Savita Hanspal,83328411.0,1,698.pdf,2000-01-01,698.0,698.txt,Changes in the distribution of body mass index of adults and children in the US population,10.1038/sj.ijo.0801232,
485,2650130678,Claire Marie Noël-Miller,79576946.0,1,699.pdf,1999-01-01,699.0,699.txt,The influence of insurance status on nonurgent pediatric visits to the emergency department,10.1111/j.1553-2712.1999.tb00446.x,10.1001/archgenpsychiatry.2011.120
486,2671883716,Michael McDuffie,1288882113.0,3,700.pdf,1991-01-01,700.0,700.txt,Risk factors for hypertension in a national cohort study,10.1161/01.HYP.18.5.598,10.1001/archpedi.160.1.25
487,2689683197,Daming Wu,83519826.0,4,701.pdf,1996-01-01,701.0,701.txt,Baldness and ischemic heart disease in a national sample of men,10.1093/oxfordjournals.aje.a008797,10.1001/archpedi.160.4.375
488,2694678835,Dongguo Wang,,1,702.pdf,2002-01-01,702.0,702.txt,Do Children of Long-Lived Parents Age More Successfully?,10.1097/00001648-200205000-00015,10.1002/art.22912
489,2705813014,Katharine R. Levit,68384125.0,2,704.pdf,1987-01-01,704.0,704.txt,Americans report on their access to health care,10.1377/hlthaff.6.1.6,10.1017/thg.2012.68
490,2720543941,Rongjun Sun,102607778.0,3,705.pdf,1999-01-01,705.0,705.txt,Employment-based health insurance for children: Why did coverage increase in the mid-1990s?,10.1377/hlthaff.18.5.131,10.1038/oby.2005.153
491,2725585136,Sun Hyu Kim,40542001.0,3,706.pdf,1999-01-01,706.0,706.txt,Retirement Patterns and Employee Benefits: Do Benefits Matter?,10.1093/geront/39.1.37,10.1068/i0480
492,2750643063,Hali Alpert,,1,707.pdf,1994-01-01,707.0,707.txt,The cost of providing health care benefits to early retirees,10.1377/hlthaff.13.2.246,10.1073/pnas.0709487104
493,2764062753,Christelle Vauloup-Fellous,154526488.0,27,708.pdf,2001-01-01,708.0,708.txt,American grandparents providing extensive child care to their grandchildren: Prevalence and profile,10.1093/geront/41.2.201,10.1073/pnas.1008279108
494,2795103419,H.L.W. Pander Maat,,1,710.pdf,1999-01-01,710.0,710.txt,Prevalence and severity of urinary incontinence in older African American and caucasian women,10.1093/gerona/54.6.M299,10.1093/gerona/60.4.466
495,2798716001,Marilia Patta Ramos,207417044.0,11,711.pdf,1995-01-01,711.0,711.txt,Aspirin and reduced risk of esophageal carcinoma,10.1002/1097-0142(19951001)76:7<1116::AID-CNCR2820760703>3.0.CO;2-I,10.1093/ije/dyu179
496,39831731,Wolney Lisboa Conde,17974374.0,105,712.pdf,1999-01-01,712.0,712.txt,Class and benefits at the workplace,10.1377/hlthaff.18.3.144,10.1097/00005176-198411000-00023
497,154716189,Gillian K. SteelFisher,136199984.0,33,713.pdf,2001-01-01,713.0,713.txt,Latex sensitization in health care workers and in the US general population,10.1093/aje/153.6.515,10.1097/00007435-200406000-00010
498,243297623,Tara L. Gruenewald,185071736.0,79,714.pdf,1998-01-01,714.0,714.txt,"Total homocysteine concentration and the likelihood of nonfatal stroke: results from the Third National Health and Nutrition Examination Survey, 1988-1994",10.1161/01.STR.29.12.2473,10.1111/j.1467-9787.2009.00627.x
499,740740892,Peter H. Van Ness,32971472.0,133,715.pdf,1999-01-01,715.0,715.txt,The combined effects of baseline vulnerability and acute hospital events on the development of functional dependence among community-living older persons,10.1093/gerona/54.7.M377,10.1136/ip.6.4.263
500,1208568554,Christy A. Visher,86501945.0,106,716.pdf,1986-01-01,716.0,716.txt,"Cerebrovascular disease morbidity in the United States, 1970-1983. Age, sex, region, and vascular surgery",10.1161/01.STR.17.4.656,10.1177/0046958015602666
501,1450439725,Glenn Firebaugh,130769515.0,90,717.pdf,1998-01-01,717.0,717.txt,Body fat distribution and hypertension incidence in women and men. The NHANES I Epidemiologic Follow-up Study,10.1038/sj.ijo.0800554,10.1177/1468796817723682
502,1450439725,Glenn Firebaugh,130769515.0,90,718.pdf,2000-01-01,718.0,718.txt,Index for US state tobacco control initial outcomes,10.1093/aje/152.8.727,10.1177/1474704915613909
503,1694632527,Andrea C. Villanti,111236770.0,143,719.pdf,2000-01-01,719.0,719.txt,"Attitudes toward secondhand smoke, smoking, and quitting among young people",10.1542/peds.106.6.e82,10.1177/1478210317743648
504,1694632527,Andrea C. Villanti,111236770.0,143,720.pdf,1998-01-01,720.0,720.txt,"Conjugating the 'tenses' of function: Discordance among hypothetical, experimental, and enacted function in older adults",10.1093/geront/38.1.101,10.1177/2158244012472686
505,1894507590,Andrew B. Bindman,180670191.0,209,721.pdf,1999-01-01,721.0,721.txt,Covering older Americans: Forecast for the next decade,10.1377/hlthaff.18.1.208,10.1177/2158244013505756
506,1965856665,Kalyn M. Wrona,121820613.0,2,722.pdf,2001-01-01,722.0,722.txt,Generation vexed: Age-cohort differences in employer-sponsored health insurance coverage,10.1377/hlthaff.20.1.184,10.1177/2158244016685136
